,OCC_CODE,O_GROUP,OCC_TITLE,TOT_EMP,Mean Annual Salary,Median Annual Salary,Entry level education,Work Experience,Training on Job,16 to 19 years,20 to 24 years,25 to 34 years,35 to 44 years,45 to 54 years,55 to 64 years,65 years and over,Median age,Women,White,Black or African American,Asian,Hispanic or Latino,Employement change in 10 years
185,19-3090,broad,miscellaneous social scientists and related workers,51980,90750,85890,No formal educational credential,None,None,0.0,2.0,26.0,20.0,26.0,18.0,8.0,44.7,47.7,83.4,1.9,5.5,7.8,4.3
186,19-3091,detailed,anthropologists and archeologists,7180,69960,66130,Master's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,7.4
187,19-3092,detailed,geographers,1450,85620,85430,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,1.1
188,19-3093,detailed,historians,2770,68400,63100,Master's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,5.5
189,19-3094,detailed,political scientists,6010,124100,125350,Master's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.6
190,19-3099,detailed,"social scientists and related workers, all other",34570,91280,87260,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,2.9
191,19-4000,minor,"life, physical, and social science technicians",363880,53010,48440,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,7.0
192,19-4010,broad,agricultural and food science technicians,21940,45920,41970,Associate's degree,None,Moderate-term on-the-job training,0.0,14.634146341463415,26.829268292682926,14.634146341463415,24.390243902439025,14.634146341463415,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,7.9
193,19-4010,detailed,agricultural and food science technicians,21940,45920,41970,Associate's degree,None,Moderate-term on-the-job training,0.0,14.634146341463415,26.829268292682926,14.634146341463415,24.390243902439025,14.634146341463415,2.4390243902439024,0.0,0.0,0.0,0.0,0.0,0.0,7.9
194,19-4021,detailed,biological technicians,80640,49490,46340,Bachelor's degree,None,None,4.166666666666667,25.0,25.0,16.666666666666668,16.666666666666668,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
195,19-4031,detailed,chemical technicians,63490,53700,49820,Associate's degree,None,Moderate-term on-the-job training,1.4705882352941178,8.823529411764707,35.294117647058826,19.11764705882353,17.647058823529413,13.235294117647058,4.411764705882353,37.6,42.6,82.5,10.3,5.0,12.1,5.0
196,19-4040,broad,environmental science and geoscience technicians,47440,54300,47740,No formal educational credential,None,None,0.0,4.761904761904762,23.80952380952381,33.333333333333336,19.047619047619047,9.523809523809524,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,9.9
197,19-4042,detailed,"environmental science and protection technicians, including health",31860,50960,46850,Associate's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,10.6
198,19-4045,detailed,geological and hydrologic technicians,15580,61130,50630,Associate's degree,None,Moderate-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.7
199,19-4051,detailed,nuclear technicians,6160,83810,84190,Associate's degree,None,Moderate-term on-the-job training,0.0,14.285714285714286,0.0,42.857142857142854,14.285714285714286,14.285714285714286,14.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,-12.4
200,19-4061,detailed,social science research assistants,35330,53560,49210,Bachelor's degree,None,None,0.0,25.0,25.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.4
201,19-4071,detailed,forest and conservation technicians,30150,42780,38940,Associate's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,0.7
202,19-4090,broad,"miscellaneous life, physical, and social science technicians",78720,58530,53980,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,9.7
203,19-4092,detailed,forensic science technicians,16640,64890,60590,Bachelor's degree,None,Moderate-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,15.6
204,19-4099,detailed,"life, physical, and social science technicians, all other",62080,56830,52460,Associate's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.3
205,19-5000,minor,occupational health and safety specialists and technicians,116910,74480,72530,No formal educational credential,None,None,0.0,3.5294117647058822,24.705882352941178,21.176470588235293,21.176470588235293,22.352941176470587,5.882352941176471,43.8,35.8,90.3,1.6,2.9,11.7,7.4
206,19-5011,detailed,occupational health and safety specialists,95960,78110,76340,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,7.0
207,19-5012,detailed,occupational health and safety technicians,20950,57870,53340,High school diploma or equivalent,None,Moderate-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,9.0
208,21-1000,minor,"counselors, social workers, and other community and social service specialists",2150050,52120,47500,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,14.4
209,21-1010,broad,counselors,774270,54780,50270,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,15.8
210,21-1012,detailed,"educational, guidance, and career counselors and advisors",292230,62320,58120,Master's degree,None,None,1.1661807580174928,5.830903790087463,27.113702623906704,25.072886297376094,22.740524781341108,13.411078717201166,4.664723032069971,42.0,77.8,73.0,19.0,4.0,14.8,11.5
211,21-1013,detailed,marriage and family therapists,60850,56890,51340,Master's degree,None,Internship/residency,0.0,2.5,20.0,22.5,25.0,12.5,17.5,0.0,0.0,0.0,0.0,0.0,0.0,16.4
212,21-1015,detailed,rehabilitation counselors,100260,42080,37530,Master's degree,None,None,0.0,3.5714285714285716,21.428571428571427,17.857142857142858,25.0,25.0,10.714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,10.4
213,21-1018,detailed,"substance abuse, behavioral disorder, and mental health counselors",293620,51550,47660,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,22.9
214,21-1019,detailed,"counselors, all other",27310,50800,45760,Master's degree,None,None,2.2222222222222223,5.333333333333333,24.88888888888889,19.11111111111111,20.0,19.11111111111111,10.222222222222221,44.3,68.2,75.0,18.3,3.7,15.2,8.9
215,21-1020,broad,social workers,681400,55950,51760,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,12.5
216,21-1021,detailed,"child, family, and school social workers",328120,52370,48430,Bachelor's degree,None,None,0.0,4.838709677419355,27.419354838709676,25.806451612903224,24.193548387096776,16.129032258064516,1.6129032258064515,41.9,89.8,65.3,26.8,0.6,21.3,12.6
217,21-1022,detailed,healthcare social workers,176110,60470,57630,Master's degree,None,Internship/residency,0.0,2.5641025641025643,10.256410256410257,25.641025641025642,25.641025641025642,25.641025641025642,7.6923076923076925,47.2,87.0,69.0,20.3,8.2,9.2,13.2
218,21-1023,detailed,mental health and substance abuse social workers,116780,54540,48720,Master's degree,None,Internship/residency,0.0,0.0,12.5,12.5,33.333333333333336,20.833333333333332,16.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,14.9
219,21-1029,detailed,"social workers, all other",60390,64940,64210,Bachelor's degree,None,None,0.1485884101040119,5.49777117384844,29.86627043090639,25.26002971768202,19.910846953937593,15.0074294205052,4.011887072808321,40.9,85.4,64.4,25.7,3.7,15.0,5.8
220,21-1090,broad,miscellaneous community and social service specialists,694380,45390,40330,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,14.6
221,21-1091,detailed,health education specialists,57920,62120,56500,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,12.4
222,21-1092,detailed,probation officers and correctional treatment specialists,90070,61900,55690,Bachelor's degree,None,Short-term on-the-job training,0.0,0.9523809523809523,25.714285714285715,23.80952380952381,34.285714285714285,11.428571428571429,4.761904761904762,44.1,50.7,66.6,26.9,0.7,12.8,3.8
223,21-1093,detailed,social and human service assistants,399920,38230,35960,High school diploma or equivalent,None,Short-term on-the-job training,0.8695652173913043,12.608695652173912,19.130434782608695,22.17391304347826,16.08695652173913,22.608695652173914,6.521739130434782,43.8,79.6,72.6,18.9,3.2,14.9,16.6
224,21-1094,detailed,community health workers,58670,46000,42000,High school diploma or equivalent,None,Short-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,21.0
225,21-1099,detailed,"community and social service specialists, all other",87800,49600,46770,Bachelor's degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,13.3
226,21-2000,minor,religious workers,81020,53790,48430,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,2.3
227,21-2011,detailed,clergy,52260,56560,51940,Bachelor's degree,None,Moderate-term on-the-job training,0.0,2.142857142857143,14.285714285714286,20.476190476190474,16.428571428571427,26.666666666666668,19.761904761904763,51.9,18.5,82.3,11.7,3.8,7.8,2.5
228,21-2021,detailed,"directors, religious activities and education",19860,52660,45110,Bachelor's degree,Less than 5 years,None,0.0,8.771929824561404,21.05263157894737,17.54385964912281,24.56140350877193,21.05263157894737,7.017543859649122,44.8,64.9,94.4,2.4,2.1,8.9,2.2
229,21-2099,detailed,"religious workers, all other",8900,40070,33530,Bachelor's degree,None,None,3.125,4.6875,15.625,12.5,23.4375,23.4375,14.0625,49.7,71.5,77.7,13.4,6.2,11.7,2.0
230,23-1000,minor,"lawyers, judges, and related workers",721750,144970,124360,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.5
231,23-1010,broad,lawyers and judicial law clerks,672820,147050,125040,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.8
232,23-1011,detailed,lawyers,658120,148910,126930,Doctoral or professional degree,None,None,0.0,0.0,18.427726120033814,26.965342349957734,22.40067624683009,18.59678782755706,13.609467455621301,47.1,37.4,86.5,6.8,5.2,5.8,8.9
233,23-1012,detailed,judicial law clerks,14690,63860,57510,Doctoral or professional degree,None,None,0.0,4.761904761904762,38.095238095238095,19.047619047619047,23.80952380952381,9.523809523809524,4.761904761904762,0.0,0.0,0.0,0.0,0.0,0.0,3.9
234,23-1020,broad,"judges, magistrates, and other judicial workers",48930,116390,115150,No formal educational credential,None,None,0.0,1.2820512820512822,11.538461538461538,17.94871794871795,23.076923076923077,21.794871794871796,24.358974358974358,54.4,53.9,74.4,16.6,5.7,6.2,3.5
235,23-1021,detailed,"administrative law judges, adjudicators, and hearing officers",14570,102050,97520,Doctoral or professional degree,5 years or more,Short-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,0.8
236,23-1022,detailed,"arbitrators, mediators, and conciliators",5810,76440,66130,Bachelor's degree,Less than 5 years,Moderate-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,9.7
237,23-1023,detailed,"judges, magistrate judges, and magistrates",28550,131850,141080,Doctoral or professional degree,5 years or more,Short-term on-the-job training,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,3.4
238,23-2000,minor,legal support workers,432990,57890,52960,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,9.3
239,23-2011,detailed,paralegals and legal assistants,332720,56610,52920,Associate's degree,None,None,0.2403846153846154,9.615384615384615,21.875,18.75,22.596153846153847,18.990384615384617,7.6923076923076925,44.6,85.8,79.9,10.3,6.8,15.1,12.0
240,23-2090,broad,miscellaneous legal support workers,100270,62150,53110,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,1.2
241,23-2093,detailed,"title examiners, abstractors, and searchers",54960,52950,48820,High school diploma or equivalent,None,Moderate-term on-the-job training,0.0,2.9702970297029703,28.712871287128714,20.792079207920793,24.752475247524753,17.821782178217823,3.9603960396039604,44.6,69.0,76.4,11.5,9.2,7.8,1.7
242,23-2099,detailed,"legal support workers, all other",45310,73320,59540,Associate's degree,None,None,0.0,12.048192771084338,30.120481927710845,20.481927710843372,15.662650602409638,10.843373493975903,12.048192771084338,40.9,62.8,73.2,17.6,2.9,10.1,0.5
243,25-1000,minor,postsecondary teachers,1369930,93330,76990,No formal educational credential,None,None,0.25951557093425603,3.7197231833910034,15.051903114186851,22.577854671280278,20.93425605536332,21.79930795847751,15.484429065743944,48.3,51.1,79.1,6.5,11.2,6.2,10.7
244,25-1011,detailed,"business teachers, postsecondary",79810,107270,88010,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,6.5
245,25-1020,broad,"math and computer science teachers, postsecondary",81780,91450,78090,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,6.2
246,25-1021,detailed,"computer science teachers, postsecondary",32230,98680,85540,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,6.9
247,25-1022,detailed,"mathematical science teachers, postsecondary",49550,86760,73650,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,5.6
248,25-1030,broad,"engineering and architecture teachers, postsecondary",45430,112110,101990,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,11.9
249,25-1031,detailed,"architecture teachers, postsecondary",6910,100820,90880,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.3
250,25-1032,detailed,"engineering teachers, postsecondary",38520,114130,103600,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,12.5
251,25-1040,broad,"life sciences teachers, postsecondary",61480,100400,86390,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,11.5
252,25-1041,detailed,"agricultural sciences teachers, postsecondary",8520,96200,90340,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,5.0
253,25-1042,detailed,"biological science teachers, postsecondary",51500,101320,85600,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,12.8
254,25-1043,detailed,"forestry and conservation science teachers, postsecondary",1460,92420,87400,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,5.5
255,25-1050,broad,"physical sciences teachers, postsecondary",52810,98580,86170,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,7.5
256,25-1051,detailed,"atmospheric, earth, marine, and space sciences teachers, postsecondary",11750,104710,94520,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,6.4
257,25-1052,detailed,"chemistry teachers, postsecondary",21530,94630,80400,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,7.9
258,25-1053,detailed,"environmental science teachers, postsecondary",5860,94520,84740,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,6.8
259,25-1054,detailed,"physics teachers, postsecondary",13670,101290,90400,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.1
260,25-1060,broad,"social sciences teachers, postsecondary",115040,94270,80990,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.4
261,25-1061,detailed,"anthropology and archeology teachers, postsecondary",5590,98740,89220,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.1
262,25-1062,detailed,"area, ethnic, and cultural studies teachers, postsecondary",9960,88790,78840,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.8
263,25-1063,detailed,"economics teachers, postsecondary",13080,123720,107260,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,9.0
264,25-1064,detailed,"geography teachers, postsecondary",3720,87160,82330,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,6.3
265,25-1065,detailed,"political science teachers, postsecondary",15130,100970,85760,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.7
266,25-1066,detailed,"psychology teachers, postsecondary",36520,89960,78180,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,10.3
267,25-1067,detailed,"sociology teachers, postsecondary",13420,85180,75610,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,7.6
268,25-1069,detailed,"social sciences teachers, postsecondary, all other",17620,85670,69340,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,4.3
269,25-1070,broad,"health teachers, postsecondary",261130,115330,90890,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,23.8
270,25-1071,detailed,"health specialties teachers, postsecondary",200040,124890,99090,Doctoral or professional degree,Less than 5 years,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,24.3
271,25-1072,detailed,"nursing instructors and teachers, postsecondary",61100,84060,75470,Doctoral or professional degree,Less than 5 years,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,22.4
272,25-1080,broad,"education and library science teachers, postsecondary",61790,75180,65940,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.1
273,25-1081,detailed,"education teachers, postsecondary",57560,75010,65440,Doctoral or professional degree,Less than 5 years,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.3
274,25-1082,detailed,"library science teachers, postsecondary",4230,77560,71580,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,5.9
275,25-1110,broad,"law, criminal justice, and social work teachers, postsecondary",42540,96870,76160,No formal educational credential,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,10.2
276,25-1111,detailed,"criminal justice and law enforcement teachers, postsecondary",14030,74740,63560,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,11.1
277,25-1112,detailed,"law teachers, postsecondary",14930,134760,116430,Doctoral or professional degree,Less than 5 years,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,10.6
278,25-1113,detailed,"social work teachers, postsecondary",13580,78110,71570,Doctoral or professional degree,None,None,3.568592705232403,8.834413006355405,22.536092145723664,21.23373975639143,20.107977521544914,17.0949080106322,6.597297802740213,26.74048913043478,28.98967391304348,49.62635869565217,7.212228260869565,3.900951086956522,10.468342391304347,8.9
